,gameid,date,blue_team,blue_top,blue_jg,blue_mid,blue_adc,blue_supp,red_team,red_top,red_jg,red_mid,red_adc,red_supp,winner
350,ESPORTSTMNT05_2980216,2022-07-20 11:49:00,Nongshim RedForce,Canna,Dread,Bdd,Ghost,SnowFlower,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Kellin,Red
351,ESPORTSTMNT05_2980240,2022-07-20 13:47:59,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Effort,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Kellin,Red
352,ESPORTSTMNT05_2990357,2022-07-21 06:43:48,T1,Zeus,Oner,Faker,Gumayusi,Keria,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Moham,Red
353,ESPORTSTMNT05_2990375,2022-07-21 08:39:36,T1,Zeus,Oner,Faker,Gumayusi,Keria,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Moham,Blue
354,ESPORTSTMNT05_2990380,2022-07-21 09:35:25,T1,Zeus,Oner,Faker,Gumayusi,Keria,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Moham,Blue
355,ESPORTSTMNT05_2990388,2022-07-21 10:37:45,Hanwha Life Esports,DuDu,OnFleek,Karis,Cheoni,Vsta,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Red
356,ESPORTSTMNT05_2990418,2022-07-21 12:13:46,Hanwha Life Esports,DuDu,OnFleek,Karis,Cheoni,Vsta,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Red
357,ESPORTSTMNT05_2980509,2022-07-22 06:38:34,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
358,ESPORTSTMNT05_2980526,2022-07-22 08:48:59,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
359,ESPORTSTMNT05_2980527,2022-07-22 09:41:01,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Kellin,Blue
360,ESPORTSTMNT05_2980537,2022-07-22 11:35:08,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Kellin,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Blue
361,ESPORTSTMNT05_2980538,2022-07-22 12:24:26,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Kellin,Blue
362,ESPORTSTMNT05_2980556,2022-07-23 06:15:48,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,T1,Zeus,Oner,Faker,Gumayusi,Keria,Blue
363,ESPORTSTMNT05_2980569,2022-07-23 08:41:03,T1,Zeus,Oner,Faker,Gumayusi,Keria,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
364,ESPORTSTMNT05_2980571,2022-07-23 09:44:41,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
365,ESPORTSTMNT05_2980572,2022-07-23 10:44:44,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Effort,Blue
366,ESPORTSTMNT05_2980586,2022-07-23 12:20:17,Nongshim RedForce,Canna,Dread,Bdd,Ghost,SnowFlower,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Blue
367,ESPORTSTMNT05_2980587,2022-07-23 13:18:06,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Nongshim RedForce,Canna,Dread,Bdd,Ghost,SnowFlower,Blue
368,ESPORTSTMNT05_2990662,2022-07-24 06:41:23,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Red
369,ESPORTSTMNT05_2990683,2022-07-24 09:09:13,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Blue
370,ESPORTSTMNT05_2990684,2022-07-24 10:06:48,Hanwha Life Esports,DuDu,OnFleek,Karis,Cheoni,Vsta,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
371,ESPORTSTMNT05_2990701,2022-07-24 11:42:46,Hanwha Life Esports,DuDu,Willer,Karis,Cheoni,Vsta,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
372,ESPORTSTMNT06_2540974,2022-07-27 06:14:53,T1,Zeus,Oner,Faker,Gumayusi,Keria,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Blue
373,ESPORTSTMNT06_2531013,2022-07-27 08:40:21,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,T1,Zeus,Oner,Faker,Gumayusi,Keria,Blue
374,ESPORTSTMNT06_2531015,2022-07-27 09:37:04,T1,Zeus,Oner,Faker,Gumayusi,Keria,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Blue
375,ESPORTSTMNT06_2531022,2022-07-27 10:33:40,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Kellin,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Red
376,ESPORTSTMNT06_2531032,2022-07-27 12:18:52,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Kellin,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Blue
377,ESPORTSTMNT06_2531036,2022-07-27 13:04:05,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Kellin,Red
378,ESPORTSTMNT06_2531135,2022-07-28 07:11:51,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Nongshim RedForce,Canna,Dread,Bdd,Ghost,SnowFlower,Red
379,ESPORTSTMNT06_2531145,2022-07-28 08:40:40,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Nongshim RedForce,Canna,Dread,Bdd,Ghost,SnowFlower,Blue
380,ESPORTSTMNT06_2531146,2022-07-28 09:35:37,Nongshim RedForce,Canna,Dread,Bdd,Ghost,SnowFlower,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Blue
381,ESPORTSTMNT06_2531151,2022-07-28 10:30:17,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Blue
382,ESPORTSTMNT06_2531168,2022-07-28 12:08:54,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
383,ESPORTSTMNT06_2531311,2022-07-29 06:28:24,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Blue
384,ESPORTSTMNT06_2531319,2022-07-29 08:39:26,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Red
385,ESPORTSTMNT06_2531322,2022-07-29 09:48:31,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Red
386,ESPORTSTMNT06_2531323,2022-07-29 10:45:45,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Kellin,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Red
387,ESPORTSTMNT06_2531329,2022-07-29 12:41:44,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Kellin,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Red
388,ESPORTSTMNT06_2531436,2022-07-30 06:15:16,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Red
389,ESPORTSTMNT06_2531445,2022-07-30 08:47:12,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Blue
390,ESPORTSTMNT06_2531452,2022-07-30 09:50:19,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Blue
391,ESPORTSTMNT06_2531456,2022-07-30 10:41:07,T1,Zeus,Oner,Faker,Gumayusi,Keria,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
392,ESPORTSTMNT06_2531479,2022-07-30 12:26:43,T1,Zeus,Oner,Faker,Gumayusi,Keria,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
393,ESPORTSTMNT06_2541572,2022-07-31 06:01:04,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Blue
394,ESPORTSTMNT06_2541596,2022-07-31 08:52:58,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Blue
395,ESPORTSTMNT06_2541603,2022-07-31 09:48:47,Hanwha Life Esports,DuDu,Willer,Karis,Cheoni,Vsta,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Red
396,ESPORTSTMNT06_2541624,2022-07-31 10:57:31,Nongshim RedForce,Canna,Dread,Bdd,Ghost,SnowFlower,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Red
397,ESPORTSTMNT06_2541642,2022-07-31 12:32:27,Nongshim RedForce,Canna,Dread,Bdd,Ghost,SnowFlower,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Red
398,ESPORTSTMNT06_2541942,2022-08-03 06:47:42,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Bible,Blue
399,ESPORTSTMNT06_2541947,2022-08-03 08:42:04,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Bible,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Red
400,ESPORTSTMNT06_2541948,2022-08-03 09:35:32,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
401,ESPORTSTMNT06_2541974,2022-08-03 11:35:56,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
402,ESPORTSTMNT06_2532051,2022-08-04 06:22:17,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
403,ESPORTSTMNT06_2532062,2022-08-04 08:41:22,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Blue
404,ESPORTSTMNT06_2532064,2022-08-04 09:37:07,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
405,ESPORTSTMNT06_2532067,2022-08-04 10:35:36,T1,Zeus,Oner,Faker,Gumayusi,Keria,Hanwha Life Esports,DuDu,Willer,Karis,Cheoni,Vsta,Blue
406,ESPORTSTMNT06_2532090,2022-08-04 12:10:30,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
407,ESPORTSTMNT06_2542141,2022-08-05 06:15:05,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Nongshim RedForce,Canna,Dread,Bdd,Ghost,SnowFlower,Blue
408,ESPORTSTMNT06_2542154,2022-08-05 08:56:31,Nongshim RedForce,Canna,Dread,Bdd,Ghost,SnowFlower,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Blue
409,ESPORTSTMNT06_2532177,2022-08-05 10:02:46,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Nongshim RedForce,Canna,Dread,Bdd,Ghost,SnowFlower,Blue
410,ESPORTSTMNT06_2532178,2022-08-05 11:02:15,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Bible,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
411,ESPORTSTMNT06_2532199,2022-08-05 12:29:29,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Bible,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Blue
412,ESPORTSTMNT06_2532200,2022-08-05 13:32:35,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Bible,Blue
413,ESPORTSTMNT06_2532203,2022-08-06 06:16:11,Hanwha Life Esports,DuDu,OnFleek,Karis,Cheoni,Vsta,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
414,ESPORTSTMNT06_2532217,2022-08-06 08:45:33,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Hanwha Life Esports,DuDu,OnFleek,Karis,Cheoni,Vsta,Blue
415,ESPORTSTMNT06_2532218,2022-08-06 09:39:05,Hanwha Life Esports,DuDu,OnFleek,Karis,Cheoni,Vsta,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Red
416,ESPORTSTMNT06_2532219,2022-08-06 10:35:52,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Red
417,ESPORTSTMNT06_2532228,2022-08-06 12:14:21,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Blue
418,ESPORTSTMNT06_2532229,2022-08-06 13:08:06,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Blue
419,ESPORTSTMNT06_2542204,2022-08-07 07:14:03,Nongshim RedForce,Canna,Dread,Bdd,Ghost,SnowFlower,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
420,ESPORTSTMNT06_2542219,2022-08-07 08:39:22,Nongshim RedForce,Canna,Dread,Bdd,Ghost,SnowFlower,T1,Zeus,Oner,Faker,Gumayusi,Keria,Blue
421,ESPORTSTMNT06_2542222,2022-08-07 09:39:49,T1,Zeus,Oner,Faker,Gumayusi,Keria,Nongshim RedForce,Canna,Dread,Bdd,Ghost,SnowFlower,Blue
422,ESPORTSTMNT06_2542223,2022-08-07 10:36:59,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Moham,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Red
423,ESPORTSTMNT06_2542228,2022-08-07 12:15:13,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Moham,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Red
424,ESPORTSTMNT04_2450683,2022-08-10 06:35:01,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Blue
425,ESPORTSTMNT04_2450697,2022-08-10 08:44:10,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
426,ESPORTSTMNT04_2450715,2022-08-10 11:12:25,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,T1,Zeus,Oner,Faker,Gumayusi,Keria,Blue
427,ESPORTSTMNT04_2450722,2022-08-10 12:15:10,T1,Zeus,Oner,Faker,Gumayusi,Keria,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Red
428,ESPORTSTMNT04_2450819,2022-08-11 06:31:22,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Moham,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Kellin,Red
429,ESPORTSTMNT04_2450840,2022-08-11 08:51:14,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Kellin,Red
430,ESPORTSTMNT04_2470875,2022-08-11 09:57:37,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Red
431,ESPORTSTMNT04_2470904,2022-08-11 11:33:37,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Red
432,ESPORTSTMNT04_2450972,2022-08-12 06:28:40,Nongshim RedForce,Canna,Dread,Bdd,Ghost,SnowFlower,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Blue
433,ESPORTSTMNT04_2450984,2022-08-12 08:43:31,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Nongshim RedForce,Canna,Dread,Bdd,Ghost,SnowFlower,Red
434,ESPORTSTMNT04_2450986,2022-08-12 09:39:36,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Red
435,ESPORTSTMNT04_2450994,2022-08-12 11:38:33,Fredit BRION,Morgan,UmTi,Lava,Hena,Delight,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Red
436,ESPORTSTMNT04_2451137,2022-08-13 06:08:26,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Blue
437,ESPORTSTMNT04_2451155,2022-08-13 08:48:27,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Blue
438,ESPORTSTMNT04_2451156,2022-08-13 09:41:40,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Blue
439,ESPORTSTMNT04_2451162,2022-08-13 11:04:52,T1,Zeus,Oner,Faker,Gumayusi,Keria,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Kellin,Blue
440,ESPORTSTMNT04_2451186,2022-08-13 12:48:01,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Kellin,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
441,ESPORTSTMNT04_2471371,2022-08-14 04:02:23,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Blue
442,ESPORTSTMNT04_2471384,2022-08-14 06:41:51,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Blue
443,ESPORTSTMNT04_2471386,2022-08-14 07:38:12,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Hanwha Life Esports,DuDu,OnFleek,Karis,SamD,Vsta,Red
444,ESPORTSTMNT04_2471388,2022-08-14 08:32:13,Nongshim RedForce,Canna,Dread,Bdd,Ghost,SnowFlower,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Blue
445,ESPORTSTMNT04_2471406,2022-08-14 10:13:38,Kwangdong Freecs,Kiin,Ellim,FATE,Teddy,Hoit,Nongshim RedForce,Canna,Dread,Bdd,Ghost,Effort,Red
446,ESPORTSTMNT04_2451564,2022-08-17 06:17:37,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Blue
447,ESPORTSTMNT04_2451579,2022-08-17 08:39:14,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Red
448,ESPORTSTMNT04_2451580,2022-08-17 09:33:42,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Blue
449,ESPORTSTMNT04_2451582,2022-08-17 10:32:27,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,DRX,Kingen,Pyosik,Zeka,Deft,BeryL,Blue
450,ESPORTSTMNT04_2471698,2022-08-18 05:53:10,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Blue
451,ESPORTSTMNT04_2451647,2022-08-18 08:50:26,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Red
452,ESPORTSTMNT04_2451654,2022-08-18 10:39:10,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Blue
453,ESPORTSTMNT04_2451657,2022-08-18 11:34:28,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Red
454,ESPORTSTMNT04_2451662,2022-08-18 12:38:48,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,KT Rolster,Rascal,Cuzz,VicLa,Aiming,Life,Blue
455,ESPORTSTMNT04_2471790,2022-08-20 06:42:48,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Blue
456,ESPORTSTMNT04_2471796,2022-08-20 08:37:32,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
457,ESPORTSTMNT04_2471797,2022-08-20 09:37:55,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Blue
458,ESPORTSTMNT04_2471799,2022-08-20 10:32:11,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Liiv SANDBOX,Dove,Croco,Clozer,Prince,Kael,Blue
459,ESPORTSTMNT04_2451769,2022-08-21 07:42:36,T1,Zeus,Oner,Faker,Gumayusi,Keria,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Blue
460,ESPORTSTMNT04_2451770,2022-08-21 08:33:45,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,T1,Zeus,Oner,Faker,Gumayusi,Keria,Red
461,ESPORTSTMNT04_2451771,2022-08-21 09:22:33,DWG KIA,Nuguri,Canyon,ShowMaker,deokdam,Kellin,T1,Zeus,Oner,Faker,Gumayusi,Keria,Blue
462,ESPORTSTMNT04_2451774,2022-08-21 10:23:15,T1,Zeus,Oner,Faker,Gumayusi,Keria,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Red
463,ESPORTSTMNT04_2451777,2022-08-21 11:18:32,T1,Zeus,Oner,Faker,Gumayusi,Keria,DWG KIA,Burdol,Canyon,ShowMaker,deokdam,Kellin,Blue
464,ESPORTSTMNT04_2451974,2022-08-28 02:32:35,T1,Zeus,Oner,Faker,Gumayusi,Keria,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
465,ESPORTSTMNT04_2472110,2022-08-28 07:27:58,T1,Zeus,Oner,Faker,Gumayusi,Keria,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,Red
466,ESPORTSTMNT04_2472111,2022-08-28 08:18:21,Gen.G,Doran,Peanut,Chovy,Ruler,Lehends,T1,Zeus,Oner,Faker,Gumayusi,Keria,Blue
